dispositionID,clientID,accountID,dispositionType
1666,C00001666,A00001377,OWNER
1667,C00001667,A00001377,DISPONENT
1668,C00001668,A00001378,OWNER
1669,C00001669,A00001379,OWNER
1670,C00001670,A00001380,OWNER
1671,C00001671,A00001381,OWNER
1672,C00001672,A00001381,DISPONENT
1673,C00001673,A00001382,OWNER
1674,C00001674,A00001383,OWNER
1675,C00001675,A00001384,OWNER
1676,C00001676,A00001385,OWNER
1677,C00001677,A00001385,DISPONENT
1679,C00001679,A00001387,OWNER
1680,C00001680,A00001388,OWNER
1681,C00001681,A00001389,OWNER
1682,C00001682,A00001390,OWNER
1683,C00001683,A00001391,OWNER
1684,C00001684,A00001391,DISPONENT
1685,C00001685,A00001392,OWNER
1686,C00001686,A00001393,OWNER
1687,C00001687,A00001393,DISPONENT
1688,C00001688,A00001394,OWNER
1689,C00001689,A00001395,OWNER
1690,C00001690,A00001396,OWNER
1691,C00001691,A00001397,OWNER
1692,C00001692,A00001398,OWNER
1693,C00001693,A00001399,OWNER
1694,C00001694,A00001399,DISPONENT
1696,C00001696,A00001401,OWNER
1697,C00001697,A00001402,OWNER
1698,C00001698,A00001402,DISPONENT
1699,C00001699,A00001403,OWNER
1700,C00001700,A00001404,OWNER
1701,C00001701,A00001404,DISPONENT
1702,C00001702,A00001405,OWNER
1703,C00001703,A00001406,OWNER
1704,C00001704,A00001406,DISPONENT
1705,C00001705,A00001407,OWNER
1706,C00001706,A00001407,DISPONENT
1707,C00001707,A00001408,OWNER
1709,C00001709,A00001410,OWNER
1710,C00001710,A00001411,OWNER
1711,C00001711,A00001412,OWNER
1712,C00001712,A00001412,DISPONENT
1713,C00001713,A00001413,OWNER
1714,C00001714,A00001414,OWNER
1717,C00001717,A00001416,OWNER
1718,C00001718,A00001417,OWNER
1719,C00001719,A00001418,OWNER
1720,C00001720,A00001419,OWNER
1721,C00001721,A00001419,DISPONENT
1722,C00001722,A00001420,OWNER
1723,C00001723,A00001421,OWNER
1724,C00001724,A00001422,OWNER
1725,C00001725,A00001423,OWNER
1726,C00001726,A00001423,DISPONENT
1727,C00001727,A00001424,OWNER
1728,C00001728,A00001424,DISPONENT
1729,C00001729,A00001425,OWNER
1730,C00001730,A00001426,OWNER
1731,C00001731,A00001427,OWNER
1733,C00001733,A00001429,OWNER
1734,C00001734,A00001430,OWNER
1735,C00001735,A00001430,DISPONENT
1736,C00001736,A00001431,OWNER
1737,C00001737,A00001432,OWNER
1738,C00001738,A00001432,DISPONENT
1741,C00001741,A00001434,OWNER
1742,C00001742,A00001435,OWNER
1743,C00001743,A00001436,OWNER
1744,C00001744,A00001437,OWNER
1745,C00001745,A00001438,OWNER
1746,C00001746,A00001439,OWNER
1747,C00001747,A00001439,DISPONENT
1748,C00001748,A00001440,OWNER
1749,C00001749,A00001441,OWNER
1750,C00001750,A00001442,OWNER
1751,C00001751,A00001443,OWNER
1752,C00001752,A00001444,OWNER
1753,C00001753,A00001445,OWNER
1754,C00001754,A00001446,OWNER
1755,C00001755,A00001447,OWNER
1756,C00001756,A00001448,OWNER
1757,C00001757,A00001448,DISPONENT
1758,C00001758,A00001449,OWNER
1759,C00001759,A00001450,OWNER
1760,C00001760,A00001451,OWNER
1761,C00001761,A00001452,OWNER
1762,C00001762,A00001453,OWNER
1763,C00001763,A00001454,OWNER
1764,C00001764,A00001455,OWNER
1765,C00001765,A00001456,OWNER
1768,C00001768,A00001458,OWNER
1769,C00001769,A00001459,OWNER
1770,C00001770,A00001459,DISPONENT
1771,C00001771,A00001460,OWNER
1772,C00001772,A00001461,OWNER
1774,C00001774,A00001463,OWNER
1775,C00001775,A00001464,OWNER
1776,C00001776,A00001465,OWNER
1777,C00001777,A00001466,OWNER
1778,C00001778,A00001466,DISPONENT
1779,C00001779,A00001467,OWNER
1780,C00001780,A00001468,OWNER
1781,C00001781,A00001469,OWNER
1782,C00001782,A00001470,OWNER
1783,C00001783,A00001471,OWNER
1784,C00001784,A00001472,OWNER
1785,C00001785,A00001473,OWNER
1786,C00001786,A00001474,OWNER
1787,C00001787,A00001474,DISPONENT
1788,C00001788,A00001475,OWNER
1789,C00001789,A00001476,OWNER
1790,C00001790,A00001477,OWNER
1791,C00001791,A00001478,OWNER
1792,C00001792,A00001479,OWNER
1793,C00001793,A00001480,OWNER
1794,C00001794,A00001481,OWNER
1795,C00001795,A00001482,OWNER
1796,C00001796,A00001483,OWNER
1797,C00001797,A00001483,DISPONENT
1798,C00001798,A00001484,OWNER
1799,C00001799,A00001485,OWNER
1800,C00001800,A00001486,OWNER
1801,C00001801,A00001487,OWNER
1802,C00001802,A00001487,DISPONENT
1803,C00001803,A00001488,OWNER
1806,C00001806,A00001490,OWNER
1807,C00001807,A00001491,OWNER
1808,C00001808,A00001491,DISPONENT
1809,C00001809,A00001492,OWNER
1810,C00001810,A00001493,OWNER
1811,C00001811,A00001494,OWNER
1812,C00001812,A00001495,OWNER
1813,C00001813,A00001495,DISPONENT
1814,C00001814,A00001496,OWNER
1815,C00001815,A00001497,OWNER
1816,C00001816,A00001498,OWNER
1817,C00001817,A00001499,OWNER
1818,C00001818,A00001499,DISPONENT
1819,C00001819,A00001500,OWNER
1820,C00001820,A00001501,OWNER
1821,C00001821,A00001502,OWNER
1822,C00001822,A00001503,OWNER
1823,C00001823,A00001504,OWNER
1824,C00001824,A00001505,OWNER
1825,C00001825,A00001506,OWNER
1826,C00001826,A00001507,OWNER
1827,C00001827,A00001507,DISPONENT
1828,C00001828,A00001508,OWNER
1829,C00001829,A00001509,OWNER
1830,C00001830,A00001510,OWNER
1831,C00001831,A00001511,OWNER
1832,C00001832,A00001512,OWNER
1833,C00001833,A00001513,OWNER
1834,C00001834,A00001514,OWNER
1835,C00001835,A00001514,DISPONENT
1836,C00001836,A00001515,OWNER
1837,C00001837,A00001516,OWNER
1838,C00001838,A00001516,DISPONENT
1839,C00001839,A00001517,OWNER
1840,C00001840,A00001517,DISPONENT
1841,C00001841,A00001518,OWNER
1842,C00001842,A00001519,OWNER
1843,C00001843,A00001520,OWNER
1844,C00001844,A00001521,OWNER
1845,C00001845,A00001521,DISPONENT
1846,C00001846,A00001522,OWNER
1847,C00001847,A00001523,OWNER
1848,C00001848,A00001524,OWNER
1849,C00001849,A00001525,OWNER
1850,C00001850,A00001526,OWNER
1851,C00001851,A00001527,OWNER
1852,C00001852,A00001528,OWNER
1853,C00001853,A00001529,OWNER
1854,C00001854,A00001530,OWNER
1856,C00001856,A00001532,OWNER
1857,C00001857,A00001532,DISPONENT
1860,C00001860,A00001534,OWNER
1861,C00001861,A00001535,OWNER
1862,C00001862,A00001536,OWNER
1863,C00001863,A00001537,OWNER
1864,C00001864,A00001538,OWNER
1865,C00001865,A00001538,DISPONENT
1866,C00001866,A00001539,OWNER
1867,C00001867,A00001540,OWNER
1868,C00001868,A00001541,OWNER
1869,C00001869,A00001542,OWNER
1870,C00001870,A00001542,DISPONENT
1871,C00001871,A00001543,OWNER
1872,C00001872,A00001544,OWNER
1873,C00001873,A00001544,DISPONENT
1874,C00001874,A00001545,OWNER
1875,C00001875,A00001546,OWNER
1876,C00001876,A00001547,OWNER
1877,C00001877,A00001548,OWNER
1878,C00001878,A00001548,DISPONENT
1879,C00001879,A00001549,OWNER
1880,C00001880,A00001550,OWNER
1881,C00001881,A00001551,OWNER
1882,C00001882,A00001551,DISPONENT
1883,C00001883,A00001552,OWNER
1884,C00001884,A00001553,OWNER
1885,C00001885,A00001554,OWNER
1886,C00001886,A00001555,OWNER
1887,C00001887,A00001556,OWNER
1888,C00001888,A00001557,OWNER
1889,C00001889,A00001558,OWNER
1890,C00001890,A00001559,OWNER
1891,C00001891,A00001560,OWNER
1892,C00001892,A00001561,OWNER
1893,C00001893,A00001561,DISPONENT
1894,C00001894,A00001562,OWNER
1895,C00001895,A00001563,OWNER
1896,C00001896,A00001564,OWNER
1897,C00001897,A00001565,OWNER
1898,C00001898,A00001566,OWNER
1899,C00001899,A00001567,OWNER
1900,C00001900,A00001568,OWNER
1901,C00001901,A00001568,DISPONENT
1903,C00001903,A00001570,OWNER
1904,C00001904,A00001571,OWNER
1905,C00001905,A00001572,OWNER
1906,C00001906,A00001573,OWNER
1907,C00001907,A00001574,OWNER
1908,C00001908,A00001575,OWNER
1909,C00001909,A00001576,OWNER
1910,C00001910,A00001577,OWNER
1911,C00001911,A00001578,OWNER
1912,C00001912,A00001579,OWNER
1913,C00001913,A00001580,OWNER
1914,C00001914,A00001581,OWNER
1915,C00001915,A00001581,DISPONENT
1916,C00001916,A00001582,OWNER
1917,C00001917,A00001583,OWNER
1919,C00001919,A00001584,OWNER
1920,C00001920,A00001585,OWNER
1921,C00001921,A00001586,OWNER
1922,C00001922,A00001586,DISPONENT
1923,C00001923,A00001587,OWNER
1924,C00001924,A00001588,OWNER
1925,C00001925,A00001589,OWNER
1926,C00001926,A00001589,DISPONENT
1927,C00001927,A00001590,OWNER
1928,C00001928,A00001590,DISPONENT
1929,C00001929,A00001591,OWNER
1930,C00001930,A00001592,OWNER
1931,C00001931,A00001593,OWNER
1932,C00001932,A00001594,OWNER
1934,C00001934,A00001596,OWNER
1935,C00001935,A00001597,OWNER
1936,C00001936,A00001598,OWNER
1937,C00001937,A00001598,DISPONENT
1938,C00001938,A00001599,OWNER
1939,C00001939,A00001600,OWNER
1940,C00001940,A00001600,DISPONENT
1941,C00001941,A00001601,OWNER
1942,C00001942,A00001601,DISPONENT
1943,C00001943,A00001602,OWNER
1944,C00001944,A00001603,OWNER
1945,C00001945,A00001604,OWNER
1946,C00001946,A00001605,OWNER
1947,C00001947,A00001606,OWNER
1948,C00001948,A00001607,OWNER
1949,C00001949,A00001607,DISPONENT
1950,C00001950,A00001608,OWNER
1951,C00001951,A00001609,OWNER
1952,C00001952,A00001610,OWNER
1953,C00001953,A00001610,DISPONENT
1954,C00001954,A00001611,OWNER
1955,C00001955,A00001612,OWNER
1956,C00001956,A00001613,OWNER
1957,C00001957,A00001614,OWNER
1958,C00001958,A00001614,DISPONENT
1959,C00001959,A00001615,OWNER
1960,C00001960,A00001616,OWNER
1961,C00001961,A00001617,OWNER
1962,C00001962,A00001618,OWNER
1963,C00001963,A00001619,OWNER
1964,C00001964,A00001620,OWNER
1965,C00001965,A00001621,OWNER
1966,C00001966,A00001622,OWNER
1967,C00001967,A00001623,OWNER
1968,C00001968,A00001623,DISPONENT
1969,C00001969,A00001624,OWNER
1970,C00001970,A00001625,OWNER
1971,C00001971,A00001626,OWNER
1972,C00001972,A00001627,OWNER
1973,C00001973,A00001628,OWNER
1974,C00001974,A00001629,OWNER
1975,C00001975,A00001629,DISPONENT
1976,C00001976,A00001630,OWNER
1977,C00001977,A00001631,OWNER
1978,C00001978,A00001632,OWNER
1979,C00001979,A00001633,OWNER
1980,C00001980,A00001634,OWNER
1981,C00001981,A00001635,OWNER
1982,C00001982,A00001636,OWNER
1983,C00001983,A00001636,DISPONENT
1984,C00001984,A00001637,OWNER
1985,C00001985,A00001638,OWNER
1986,C00001986,A00001638,DISPONENT
1988,C00001988,A00001640,OWNER
1989,C00001989,A00001641,OWNER
1990,C00001990,A00001641,DISPONENT
1991,C00001991,A00001642,OWNER
1993,C00001993,A00001644,OWNER
1994,C00001994,A00001644,DISPONENT
1995,C00001995,A00001645,OWNER
1996,C00001996,A00001646,OWNER
1997,C00001997,A00001647,OWNER
1998,C00001998,A00001648,OWNER
1999,C00001999,A00001649,OWNER
2000,C00002000,A00001650,OWNER
2001,C00002001,A00001651,OWNER
2002,C00002002,A00001652,OWNER
2003,C00002003,A00001652,DISPONENT
2004,C00002004,A00001653,OWNER
2005,C00002005,A00001654,OWNER
2006,C00002006,A00001655,OWNER
2007,C00002007,A00001655,DISPONENT
2008,C00002008,A00001656,OWNER
2009,C00002009,A00001657,OWNER
2010,C00002010,A00001658,OWNER
2011,C00002011,A00001659,OWNER
2012,C00002012,A00001659,DISPONENT
2013,C00002013,A00001660,OWNER
2015,C00002015,A00001662,OWNER
2016,C00002016,A00001663,OWNER
2017,C00002017,A00001663,DISPONENT
2018,C00002018,A00001664,OWNER
2019,C00002019,A00001665,OWNER
2020,C00002020,A00001665,DISPONENT
2021,C00002021,A00001666,OWNER
2022,C00002022,A00001667,OWNER
2023,C00002023,A00001667,DISPONENT
2024,C00002024,A00001668,OWNER
2025,C00002025,A00001669,OWNER
2026,C00002026,A00001669,DISPONENT
2027,C00002027,A00001670,OWNER
2028,C00002028,A00001670,DISPONENT
2029,C00002029,A00001671,OWNER
2030,C00002030,A00001672,OWNER
2031,C00002031,A00001673,OWNER
2032,C00002032,A00001674,OWNER
2033,C00002033,A00001674,DISPONENT
2034,C00002034,A00001675,OWNER
2035,C00002035,A00001675,DISPONENT
2037,C00002037,A00001677,OWNER
2038,C00002038,A00001678,OWNER
2039,C00002039,A00001679,OWNER
2040,C00002040,A00001680,OWNER
2041,C00002041,A00001681,OWNER
2042,C00002042,A00001682,OWNER
2043,C00002043,A00001683,OWNER
2044,C00002044,A00001684,OWNER
2045,C00002045,A00001685,OWNER
2046,C00002046,A00001685,DISPONENT
2047,C00002047,A00001686,OWNER
2048,C00002048,A00001687,OWNER
2049,C00002049,A00001688,OWNER
2050,C00002050,A00001688,DISPONENT
2051,C00002051,A00001689,OWNER
2052,C00002052,A00001689,DISPONENT
2053,C00002053,A00001690,OWNER
2054,C00002054,A00001691,OWNER
2055,C00002055,A00001692,OWNER
2056,C00002056,A00001693,OWNER
2057,C00002057,A00001694,OWNER
2058,C00002058,A00001695,OWNER
2059,C00002059,A00001696,OWNER
2060,C00002060,A00001696,DISPONENT
2061,C00002061,A00001697,OWNER
2062,C00002062,A00001697,DISPONENT
2063,C00002063,A00001698,OWNER
2064,C00002064,A00001699,OWNER
2065,C00002065,A00001700,OWNER
2066,C00002066,A00001701,OWNER
2067,C00002067,A00001702,OWNER
2068,C00002068,A00001703,OWNER
2069,C00002069,A00001704,OWNER
2070,C00002070,A00001705,OWNER
2071,C00002071,A00001706,OWNER
2072,C00002072,A00001707,OWNER
2073,C00002073,A00001708,OWNER
2074,C00002074,A00001709,OWNER
2075,C00002075,A00001710,OWNER
2076,C00002076,A00001711,OWNER
2077,C00002077,A00001712,OWNER
2078,C00002078,A00001713,OWNER
2079,C00002079,A00001714,OWNER
2080,C00002080,A00001715,OWNER
2081,C00002081,A00001716,OWNER
2082,C00002082,A00001717,OWNER
2083,C00002083,A00001718,OWNER
2084,C00002084,A00001719,OWNER
2085,C00002085,A00001719,DISPONENT
2086,C00002086,A00001720,OWNER
2087,C00002087,A00001721,OWNER
2088,C00002088,A00001722,OWNER
2089,C00002089,A00001723,OWNER
2090,C00002090,A00001723,DISPONENT
2091,C00002091,A00001724,OWNER
2092,C00002092,A00001725,OWNER
2093,C00002093,A00001726,OWNER
2094,C00002094,A00001726,DISPONENT
2095,C00002095,A00001727,OWNER
2096,C00002096,A00001728,OWNER
2097,C00002097,A00001729,OWNER
2098,C00002098,A00001729,DISPONENT
2099,C00002099,A00001730,OWNER
2100,C00002100,A00001731,OWNER
2101,C00002101,A00001731,DISPONENT
2102,C00002102,A00001732,OWNER
2103,C00002103,A00001733,OWNER
2104,C00002104,A00001734,OWNER
2105,C00002105,A00001735,OWNER
2106,C00002106,A00001736,OWNER
2107,C00002107,A00001736,DISPONENT
2108,C00002108,A00001737,OWNER
2109,C00002109,A00001738,OWNER
2110,C00002110,A00001739,OWNER
2111,C00002111,A00001740,OWNER
2112,C00002112,A00001741,OWNER
2113,C00002113,A00001742,OWNER
2114,C00002114,A00001743,OWNER
2115,C00002115,A00001743,DISPONENT
2116,C00002116,A00001744,OWNER
2117,C00002117,A00001745,OWNER
2118,C00002118,A00001746,OWNER
2119,C00002119,A00001747,OWNER
2121,C00002121,A00001749,OWNER
2122,C00002122,A00001750,OWNER
2123,C00002123,A00001751,OWNER
2124,C00002124,A00001752,OWNER
2125,C00002125,A00001753,OWNER
2126,C00002126,A00001754,OWNER
2128,C00002128,A00001756,OWNER
2129,C00002129,A00001757,OWNER
2130,C00002130,A00001758,OWNER
2131,C00002131,A00001759,OWNER
2132,C00002132,A00001759,DISPONENT
2133,C00002133,A00001760,OWNER
2134,C00002134,A00001760,DISPONENT
2135,C00002135,A00001761,OWNER
2136,C00002136,A00001762,OWNER
2137,C00002137,A00001763,OWNER
2138,C00002138,A00001764,OWNER
2139,C00002139,A00001765,OWNER
2140,C00002140,A00001765,DISPONENT
2141,C00002141,A00001766,OWNER
2142,C00002142,A00001767,OWNER
2143,C00002143,A00001767,DISPONENT
2144,C00002144,A00001768,OWNER
2145,C00002145,A00001769,OWNER
2146,C00002146,A00001770,OWNER
2147,C00002147,A00001771,OWNER
2148,C00002148,A00001772,OWNER
2149,C00002149,A00001773,OWNER
2150,C00002150,A00001774,OWNER
2151,C00002151,A00001774,DISPONENT
2152,C00002152,A00001775,OWNER
2153,C00002153,A00001776,OWNER
2154,C00002154,A00001777,OWNER
2155,C00002155,A00001778,OWNER
2156,C00002156,A00001779,OWNER
2157,C00002157,A00001780,OWNER
2158,C00002158,A00001781,OWNER
2159,C00002159,A00001782,OWNER
2160,C00002160,A00001783,OWNER
2161,C00002161,A00001784,OWNER
2162,C00002162,A00001784,DISPONENT
2163,C00002163,A00001785,OWNER
2164,C00002164,A00001786,OWNER
2165,C00002165,A00001786,DISPONENT
2166,C00002166,A00001787,OWNER
2167,C00002167,A00001788,OWNER
2168,C00002168,A00001789,OWNER
2169,C00002169,A00001789,DISPONENT
2170,C00002170,A00001790,OWNER
2171,C00002171,A00001791,OWNER
2172,C00002172,A00001792,OWNER
2173,C00002173,A00001793,OWNER
2174,C00002174,A00001794,OWNER
2175,C00002175,A00001795,OWNER
2176,C00002176,A00001796,OWNER
2177,C00002177,A00001797,OWNER
2178,C00002178,A00001798,OWNER
2179,C00002179,A00001799,OWNER
2180,C00002180,A00001800,OWNER
2181,C00002181,A00001801,OWNER
2182,C00002182,A00001802,OWNER
2183,C00002183,A00001802,DISPONENT
2184,C00002184,A00001803,OWNER
2185,C00002185,A00001804,OWNER
2186,C00002186,A00001805,OWNER
2187,C00002187,A00001806,OWNER
2188,C00002188,A00001806,DISPONENT
2189,C00002189,A00001807,OWNER
2190,C00002190,A00001808,OWNER
2191,C00002191,A00001808,DISPONENT
2192,C00002192,A00001809,OWNER
2193,C00002193,A00001809,DISPONENT
2194,C00002194,A00001810,OWNER
2195,C00002195,A00001811,OWNER
2196,C00002196,A00001812,OWNER
2197,C00002197,A00001813,OWNER
2198,C00002198,A00001814,OWNER
2199,C00002199,A00001814,DISPONENT
2200,C00002200,A00001815,OWNER
2201,C00002201,A00001816,OWNER
2202,C00002202,A00001816,DISPONENT
2203,C00002203,A00001817,OWNER
2204,C00002204,A00001818,OWNER
2205,C00002205,A00001819,OWNER
2206,C00002206,A00001820,OWNER
2207,C00002207,A00001821,OWNER
2208,C00002208,A00001821,DISPONENT
2209,C00002209,A00001822,OWNER
2210,C00002210,A00001822,DISPONENT
2211,C00002211,A00001823,OWNER
2212,C00002212,A00001824,OWNER
2213,C00002213,A00001825,OWNER
2214,C00002214,A00001826,OWNER
2215,C00002215,A00001827,OWNER
2216,C00002216,A00001828,OWNER
2217,C00002217,A00001828,DISPONENT
2218,C00002218,A00001829,OWNER
2219,C00002219,A00001829,DISPONENT
2220,C00002220,A00001830,OWNER
2221,C00002221,A00001830,DISPONENT
2222,C00002222,A00001831,OWNER
2223,C00002223,A00001832,OWNER
2224,C00002224,A00001833,OWNER
2225,C00002225,A00001834,OWNER
2226,C00002226,A00001835,OWNER
2227,C00002227,A00001836,OWNER
2228,C00002228,A00001837,OWNER
2229,C00002229,A00001838,OWNER
2230,C00002230,A00001839,OWNER
2231,C00002231,A00001840,OWNER
2232,C00002232,A00001841,OWNER
2233,C00002233,A00001841,DISPONENT
2235,C00002235,A00001843,OWNER
2236,C00002236,A00001844,OWNER
2237,C00002237,A00001845,OWNER
2238,C00002238,A00001845,DISPONENT
2239,C00002239,A00001846,OWNER
2240,C00002240,A00001847,OWNER
2241,C00002241,A00001847,DISPONENT
2242,C00002242,A00001848,OWNER
2243,C00002243,A00001848,DISPONENT
2246,C00002246,A00001851,OWNER
2247,C00002247,A00001852,OWNER
2248,C00002248,A00001853,OWNER
2249,C00002249,A00001854,OWNER
2250,C00002250,A00001855,OWNER
2251,C00002251,A00001856,OWNER
2252,C00002252,A00001857,OWNER
2253,C00002253,A00001857,DISPONENT
2254,C00002254,A00001858,OWNER
2255,C00002255,A00001859,OWNER
2256,C00002256,A00001860,OWNER
2257,C00002257,A00001861,OWNER
2258,C00002258,A00001861,DISPONENT
2259,C00002259,A00001862,OWNER
2260,C00002260,A00001863,OWNER
2261,C00002261,A00001863,DISPONENT
2263,C00002263,A00001865,OWNER
2264,C00002264,A00001866,OWNER
2265,C00002265,A00001867,OWNER
2266,C00002266,A00001868,OWNER
2267,C00002267,A00001869,OWNER
2268,C00002268,A00001870,OWNER
2269,C00002269,A00001871,OWNER
2270,C00002270,A00001872,OWNER
2271,C00002271,A00001872,DISPONENT
2274,C00002274,A00001874,OWNER
2275,C00002275,A00001874,DISPONENT
2276,C00002276,A00001875,OWNER
2277,C00002277,A00001876,OWNER
2278,C00002278,A00001877,OWNER
2279,C00002279,A00001878,OWNER
2280,C00002280,A00001879,OWNER
2281,C00002281,A00001880,OWNER
2282,C00002282,A00001881,OWNER
2283,C00002283,A00001882,OWNER
2286,C00002286,A00001884,OWNER
2287,C00002287,A00001885,OWNER
2288,C00002288,A00001886,OWNER
2289,C00002289,A00001886,DISPONENT
2290,C00002290,A00001887,OWNER
2291,C00002291,A00001888,OWNER
2292,C00002292,A00001889,OWNER
2293,C00002293,A00001890,OWNER
2294,C00002294,A00001891,OWNER
2295,C00002295,A00001892,OWNER
2296,C00002296,A00001892,DISPONENT
2297,C00002297,A00001893,OWNER
2298,C00002298,A00001893,DISPONENT
2299,C00002299,A00001894,OWNER
2300,C00002300,A00001895,OWNER
2301,C00002301,A00001895,DISPONENT
2302,C00002302,A00001896,OWNER
2303,C00002303,A00001897,OWNER
2304,C00002304,A00001897,DISPONENT
2305,C00002305,A00001898,OWNER
2306,C00002306,A00001898,DISPONENT
2307,C00002307,A00001899,OWNER
2308,C00002308,A00001900,OWNER
2309,C00002309,A00001901,OWNER
2310,C00002310,A00001902,OWNER
2311,C00002311,A00001902,DISPONENT
2312,C00002312,A00001903,OWNER
2313,C00002313,A00001904,OWNER
2314,C00002314,A00001905,OWNER
2315,C00002315,A00001905,DISPONENT
2316,C00002316,A00001906,OWNER
2317,C00002317,A00001907,OWNER
2318,C00002318,A00001908,OWNER
2319,C00002319,A00001909,OWNER
2320,C00002320,A00001910,OWNER
2321,C00002321,A00001911,OWNER
2322,C00002322,A00001912,OWNER
2323,C00002323,A00001913,OWNER
2324,C00002324,A00001914,OWNER
2325,C00002325,A00001915,OWNER
2326,C00002326,A00001916,OWNER
2327,C00002327,A00001917,OWNER
2328,C00002328,A00001918,OWNER
2329,C00002329,A00001919,OWNER
2330,C00002330,A00001920,OWNER
2331,C00002331,A00001921,OWNER
2332,C00002332,A00001922,OWNER
2333,C00002333,A00001922,DISPONENT
2335,C00002335,A00001924,OWNER
2336,C00002336,A00001925,OWNER
2337,C00002337,A00001925,DISPONENT
2338,C00002338,A00001926,OWNER
2339,C00002339,A00001926,DISPONENT
2340,C00002340,A00001927,OWNER
2341,C00002341,A00001927,DISPONENT
2342,C00002342,A00001928,OWNER
2343,C00002343,A00001929,OWNER
2344,C00002344,A00001930,OWNER
2345,C00002345,A00001931,OWNER
2346,C00002346,A00001931,DISPONENT
2347,C00002347,A00001932,OWNER
2348,C00002348,A00001933,OWNER
2349,C00002349,A00001934,OWNER
2350,C00002350,A00001934,DISPONENT
2351,C00002351,A00001935,OWNER
2352,C00002352,A00001936,OWNER
2353,C00002353,A00001937,OWNER
2354,C00002354,A00001938,OWNER
2355,C00002355,A00001939,OWNER
2356,C00002356,A00001940,OWNER
2357,C00002357,A00001940,DISPONENT
2358,C00002358,A00001941,OWNER
2359,C00002359,A00001941,DISPONENT
2361,C00002361,A00001943,OWNER
2362,C00002362,A00001943,DISPONENT
2363,C00002363,A00001944,OWNER
2364,C00002364,A00001945,OWNER
2365,C00002365,A00001946,OWNER
2366,C00002366,A00001947,OWNER
2367,C00002367,A00001947,DISPONENT
2368,C00002368,A00001948,OWNER
2369,C00002369,A00001948,DISPONENT
2370,C00002370,A00001949,OWNER
2371,C00002371,A00001950,OWNER
2372,C00002372,A00001951,OWNER
2373,C00002373,A00001952,OWNER
2374,C00002374,A00001953,OWNER
2375,C00002375,A00001954,OWNER
2376,C00002376,A00001954,DISPONENT
2377,C00002377,A00001955,OWNER
2378,C00002378,A00001956,OWNER
2379,C00002379,A00001957,OWNER
2380,C00002380,A00001958,OWNER
2381,C00002381,A00001958,DISPONENT
2382,C00002382,A00001959,OWNER
2383,C00002383,A00001960,OWNER
2384,C00002384,A00001960,DISPONENT
2385,C00002385,A00001961,OWNER
2386,C00002386,A00001961,DISPONENT
2387,C00002387,A00001962,OWNER
2388,C00002388,A00001963,OWNER
2389,C00002389,A00001964,OWNER
2390,C00002390,A00001965,OWNER
2391,C00002391,A00001966,OWNER
2392,C00002392,A00001967,OWNER
2393,C00002393,A00001968,OWNER
2394,C00002394,A00001969,OWNER
2395,C00002395,A00001970,OWNER
2396,C00002396,A00001971,OWNER
2397,C00002397,A00001972,OWNER
2398,C00002398,A00001973,OWNER
2399,C00002399,A00001974,OWNER
2400,C00002400,A00001975,OWNER
2401,C00002401,A00001976,OWNER
2402,C00002402,A00001977,OWNER
2403,C00002403,A00001978,OWNER
2404,C00002404,A00001979,OWNER
2405,C00002405,A00001979,DISPONENT
2406,C00002406,A00001980,OWNER
2407,C00002407,A00001981,OWNER
2408,C00002408,A00001982,OWNER
2409,C00002409,A00001983,OWNER
2410,C00002410,A00001984,OWNER
2411,C00002411,A00001984,DISPONENT
2412,C00002412,A00001985,OWNER
2413,C00002413,A00001986,OWNER
2414,C00002414,A00001987,OWNER
2415,C00002415,A00001987,DISPONENT
2416,C00002416,A00001988,OWNER
2417,C00002417,A00001989,OWNER
2418,C00002418,A00001990,OWNER
2419,C00002419,A00001991,OWNER
2420,C00002420,A00001992,OWNER
2421,C00002421,A00001992,DISPONENT
2422,C00002422,A00001993,OWNER
2423,C00002423,A00001994,OWNER
2424,C00002424,A00001995,OWNER
2425,C00002425,A00001996,OWNER
2426,C00002426,A00001997,OWNER
2427,C00002427,A00001997,DISPONENT
2428,C00002428,A00001998,OWNER
2429,C00002429,A00001999,OWNER
2430,C00002430,A00002000,OWNER
2431,C00002431,A00002001,OWNER
2432,C00002432,A00002002,OWNER
2433,C00002433,A00002003,OWNER
2434,C00002434,A00002004,OWNER
2435,C00002435,A00002005,OWNER
2436,C00002436,A00002006,OWNER
2437,C00002437,A00002007,OWNER
2438,C00002438,A00002008,OWNER
2439,C00002439,A00002008,DISPONENT
2440,C00002440,A00002009,OWNER
2441,C00002441,A00002010,OWNER
2442,C00002442,A00002010,DISPONENT
2443,C00002443,A00002011,OWNER
2444,C00002444,A00002012,OWNER
2445,C00002445,A00002013,OWNER
2447,C00002447,A00002015,OWNER
2448,C00002448,A00002015,DISPONENT
2449,C00002449,A00002016,OWNER
2450,C00002450,A00002017,OWNER
2451,C00002451,A00002018,OWNER
2452,C00002452,A00002019,OWNER
2453,C00002453,A00002020,OWNER
2454,C00002454,A00002021,OWNER
2455,C00002455,A00002022,OWNER
2456,C00002456,A00002022,DISPONENT
2457,C00002457,A00002023,OWNER
2458,C00002458,A00002023,DISPONENT
2459,C00002459,A00002024,OWNER
2460,C00002460,A00002025,OWNER
2461,C00002461,A00002026,OWNER
2462,C00002462,A00002027,OWNER
