transactionID,accountID,type,operation,amount,balance,bank,date
546643,A00001861,Debit,Remittance to Another Bank,1574,51631.3,QR,11/6/1993
546571,A00001861,Credit,Credit in Cash,15308,53205.3,,11/6/1993
2567155,A00008475,Credit,Credit in Cash,6492,22283.1,,11/6/1993
2579305,A00008519,Debit,Remittance to Another Bank,13711,25402.5,IJ,11/6/1993
2571455,A00008489,Credit,Credit in Cash,17606,36881.7,,11/6/1993
516934,A00001767,Credit,Credit in Cash,19285,20385,,11/6/1993
519834,A00001775,Debit,Remittance to Another Bank,2343,25012.8,QR,11/6/1993
802565,A00002736,Credit,Credit in Cash,9408,41408.7,,11/7/1993
800862,A00002732,Credit,Credit in Cash,15261,48587.6,,11/7/1993
1045533,A00003575,Credit,Credit in Cash,2200,24005.6,,11/7/1993
655283,A00002241,Credit,Credit in Cash,11584,38707.7,,11/7/1993
695349,A00002378,Debit,Remittance to Another Bank,9612,37868.6,EF,11/7/1993
920241,A00003136,Credit,Credit in Cash,11429,40293.6,,11/7/1993
1779275,A00006034,Debit,Cash Withdrawal,8100,44772.6,,11/7/1993
1777725,A00006030,Credit,Credit in Cash,20037,56253.3,,11/7/1993
1779028,A00006034,Credit,Credit in Cash,29528,52872.6,,11/7/1993
45712,A00000153,Credit,Collection from Another Bank,13730,33895.2,QR,11/7/1993
51105,A00000172,Credit,Credit in Cash,22389,59386.5,,11/7/1993
33115,A00000107,Credit,Credit in Cash,6832,7832,,11/7/1993
35185,A00000112,Debit,Cash Withdrawal,2800,30600.8,,11/7/1993
35608,A00000115,Credit,Credit in Cash,7665,35471.3,,11/7/1993
42531,A00000142,Credit,Collection from Another Bank,4555,23904.6,QR,11/7/1993
898461,A00003063,Debit,Remittance to Another Bank,2330,17450,YZ,11/7/1993
503767,A00001719,Credit,Collection from Another Bank,4152,13091.6,IJ,11/7/1993
555455,A00001891,Debit,Remittance to Another Bank,172,25261.4,YZ,11/7/1993
1838293,A00006226,Credit,Collection from Another Bank,39862,97153.6,UV,11/7/1993
1784353,A00006051,Credit,Credit in Cash,4987,27445.2,,11/7/1993
454832,A00001545,Debit,Remittance to Another Bank,2625,39203.9,KL,11/7/1993
1107073,A00003781,Debit,Cash Withdrawal,4800,38614.8,,11/7/1993
1108952,A00003787,Credit,Credit in Cash,20950,63459.1,,11/7/1993
1176396,A00004034,Credit,Credit in Cash,5080,33406.9,,11/7/1993
1170481,A00004013,Credit,Credit in Cash,7200,7800,,11/7/1993
1170085,A00004013,Credit,Collection from Another Bank,10030,17830,AB,11/7/1993
2102705,A00007123,Debit,Cash Withdrawal,4400,82304.4,,11/7/1993
2069041,A00007011,Debit,Cash Withdrawal,12000,36990.9,,11/7/1993
2044882,A00006930,Debit,Cash Withdrawal,10300,39321,,11/7/1993
270631,A00000928,Credit,Credit in Cash,6842,29409.8,,11/7/1993
271143,A00000929,Debit,Remittance to Another Bank,5884,32769.9,ST,11/7/1993
337460,A00001146,Credit,Credit in Cash,21725,45614,,11/7/1993
649965,A00002220,Debit,Cash Withdrawal,1600,26813,,11/7/1993
649676,A00002220,Credit,Collection from Another Bank,6153,28413,MN,11/7/1993
237954,A00000813,Debit,Cash Withdrawal,1300,24774.5,,11/7/1993
244942,A00000841,Credit,Collection from Another Bank,5772,6572,UV,11/7/1993
1075431,A00003674,Credit,Credit in Cash,1100,24768.7,,11/7/1993
1074202,A00003670,Debit,Cash Withdrawal,2720,21491.2,,11/7/1993
1074047,A00003670,Credit,Collection from Another Bank,4442,24211.2,OP,11/7/1993
1077834,A00003682,Debit,Remittance to Another Bank,2761,26003.7,UV,11/7/1993
1184843,A00004059,Credit,Credit in Cash,10900,11800,,11/7/1993
144856,A00000485,Debit,Remittance to Another Bank,3572,40102.8,AB,11/7/1993
129513,A00000435,Credit,Collection from Another Bank,5039,21324.1,MN,11/7/1993
138723,A00000465,Credit,Collection from Another Bank,12785,37220.2,UV,11/7/1993
973063,A00003316,Credit,Credit in Cash,15332,48811.3,,11/7/1993
975511,A00003323,Debit,Cash Withdrawal,10900,37053.7,,11/7/1993
976423,A00003327,Debit,Remittance to Another Bank,4270,34247.9,EF,11/7/1993
776051,A00002647,Debit,Remittance to Another Bank,5303,22459.1,YZ,11/7/1993
537958,A00001830,Debit,Remittance to Another Bank,7692,18197,YZ,11/7/1993
571339,A00001944,Debit,Remittance to Another Bank,6741,28601.7,OP,11/7/1993
1365672,A00004659,Credit,Credit in Cash,14100,15000,,11/7/1993
394009,A00001338,Debit,Cash Withdrawal,1300,24285.2,,11/7/1993
391577,A00001332,Debit,Remittance to Another Bank,4755,34119.3,MN,11/7/1993
777198,A00002649,Debit,Cash Withdrawal,1700,22779.9,,11/7/1993
350070,A00001189,Debit,Remittance to Another Bank,344,15467.6,GH,11/7/1993
349998,A00001189,Debit,Remittance to Another Bank,1944,15811.6,GH,11/7/1993
347554,A00001179,Credit,Collection from Another Bank,4212,17565.6,WX,11/7/1993
353024,A00001200,Debit,Remittance to Another Bank,3743,38708.8,KL,11/7/1993
1234416,A00004225,Credit,Credit in Cash,22119,66705.5,,11/7/1993
861306,A00002933,Debit,Remittance to Another Bank,5907,79491.4,MN,11/7/1993
860488,A00002932,Debit,Remittance to Another Bank,4920,25371.7,QR,11/7/1993
862748,A00002938,Debit,Remittance to Another Bank,1996,42869.9,MN,11/7/1993
862820,A00002938,Debit,Remittance to Another Bank,2288,40581.9,AB,11/7/1993
861128,A00002933,Credit,Credit in Cash,15155,85398.4,,11/7/1993
969898,A00003306,Credit,Credit in Cash,11862,37997.5,,11/7/1993
968696,A00003302,Debit,Remittance to Another Bank,1376,24436.4,YZ,11/7/1993
1150218,A00003935,Debit,Remittance to Another Bank,5908,34586.1,GH,11/7/1993
1151709,A00003939,Credit,Credit in Cash,7766,36805,,11/7/1993
826823,A00002817,Credit,Credit in Cash,13672,53054.3,,11/7/1993
128674,A00000432,Credit,Credit in Cash,6991,38423.7,,11/7/1993
147613,A00000494,Debit,Remittance to Another Bank,8728,49373.6,GH,11/7/1993
145973,A00000489,Debit,Remittance to Another Bank,5608,36592.6,ST,11/7/1993
148428,A00000496,Credit,Credit in Cash,5404,33493.8,,11/7/1993
219917,A00000747,Debit,Cash Withdrawal,600,25803.3,,11/7/1993
221207,A00000751,Debit,Remittance to Another Bank,2363,17755,GH,11/7/1993
117504,A00000395,Debit,Cash Withdrawal,15800,37248.4,,11/7/1993
117170,A00000395,Debit,Remittance to Another Bank,3871,53048.4,YZ,11/7/1993
742125,A00002534,Debit,Remittance to Another Bank,2190,24060.5,CD,11/7/1993
542226,A00001844,Credit,Collection from Another Bank,3242,20354.7,ST,11/7/1993
541692,A00001843,Credit,Collection from Another Bank,17632,48142.3,QR,11/7/1993
1613977,A00005481,Credit,Collection from Another Bank,36430,82524.3,ST,11/7/1993
1657312,A00005622,Debit,Remittance to Another Bank,6327,51809.6,ST,11/7/1993
3149095,A00010451,Credit,Credit in Cash,14037,43995.5,,11/7/1993
748203,A00002552,Credit,Credit in Cash,17980,58551.5,,11/7/1993
313663,A00001071,Credit,Credit in Cash,20188,43012.6,,11/7/1993
1159891,A00003972,Credit,Credit in Cash,17268,18168,,11/7/1993
1157934,A00003965,Credit,Collection from Another Bank,14097,46795.6,OP,11/7/1993
1155875,A00003955,Credit,Credit in Cash,7689,36495.2,,11/7/1993
1157122,A00003960,Debit,Remittance to Another Bank,3204,24924.9,CD,11/7/1993
829231,A00002824,Credit,Credit in Cash,15285,16085,,11/7/1993
1125388,A00003844,Debit,Remittance to Another Bank,2260,14480.1,UV,11/7/1993
1127381,A00003850,Debit,Cash Withdrawal,18600,38639.8,,11/7/1993
789311,A00002691,Credit,Credit in Cash,4500,18200,,11/7/1993
1271891,A00004350,Credit,Credit in Cash,17565,55977.5,,11/7/1993
327473,A00001118,Debit,Remittance to Another Bank,1388,37706.5,GH,11/7/1993
327329,A00001118,Credit,Credit in Cash,7538,39094.5,,11/7/1993
681647,A00002327,Credit,Collection from Another Bank,15714,55428.9,GH,11/7/1993
682557,A00002330,Credit,Collection from Another Bank,3395,19364.3,ST,11/7/1993
682701,A00002330,Debit,Remittance to Another Bank,601,18763.3,EF,11/7/1993
258176,A00000885,Credit,Credit in Cash,21038,62051.3,,11/7/1993
263991,A00000902,Debit,Remittance to Another Bank,1726,37828.9,QR,11/7/1993
1105796,A00003778,Debit,Remittance to Another Bank,3035,68353.8,CD,11/7/1993
1068651,A00003651,Credit,Collection from Another Bank,5081,32430.9,WX,11/7/1993
703531,A00002411,Credit,Credit in Cash,22183,65186.4,,11/7/1993
705463,A00002417,Credit,Credit in Cash,4744,26740.8,,11/7/1993
565809,A00001926,Debit,Remittance to Another Bank,361,19816.2,QR,11/7/1993
594425,A00002023,Debit,Cash Withdrawal,4200,34696.2,,11/7/1993
599378,A00002039,Debit,Cash Withdrawal,9900,33503.6,,11/7/1993
1329867,A00004543,Credit,Credit in Cash,10700,16194,,11/7/1993
1598938,A00005428,Debit,Cash Withdrawal,4600,23025.8,,11/7/1993
909660,A00003099,Credit,Collection from Another Bank,6019,29942.1,CD,11/7/1993
988736,A00003371,Credit,Credit in Cash,26551,26951,,11/7/1993
486251,A00001658,Credit,Collection from Another Bank,3184,16850,KL,11/7/1993
482961,A00001644,Debit,Remittance to Another Bank,1022,46416.9,IJ,11/7/1993
561982,A00001912,Credit,Collection from Another Bank,6338,20014,KL,11/7/1993
557866,A00001898,Credit,Collection from Another Bank,10266,45147.6,MN,11/7/1993
813803,A00002771,Credit,Credit in Cash,19562,51649,,11/7/1993
1028991,A00003514,Credit,Collection from Another Bank,3399,20498.8,GH,11/7/1993
207419,A00000704,Debit,Remittance to Another Bank,1197,39176.8,UV,11/7/1993
164903,A00000552,Credit,Collection from Another Bank,5145,16335,MN,11/7/1993
2593534,A00008566,Debit,Cash Withdrawal,22000,50994,,11/7/1993
987193,A00003367,Debit,Remittance to Another Bank,2119,42687.6,CD,11/7/1993
985173,A00003361,Credit,Credit in Cash,9231,34078.5,,11/7/1993
2256229,A00007445,Debit,Cash Withdrawal,2500,47972,,11/7/1993
2258853,A00007454,Debit,Remittance to Another Bank,2306,17491.8,QR,11/7/1993
71675,A00000239,Credit,Credit in Cash,22339,66521.5,,11/7/1993
73664,A00000244,Debit,Remittance to Another Bank,226,27393.2,OP,11/7/1993
72151,A00000239,Debit,Cash Withdrawal,28800,83637.5,,11/7/1993
71667,A00000239,Credit,Credit in Cash,45916,112437.5,,11/7/1993
55928,A00000187,Debit,Remittance to Another Bank,2798,20548.1,UV,11/7/1993
911662,A00003108,Debit,Remittance to Another Bank,482,16862.8,UV,11/7/1993
521553,A00001780,Debit,Remittance to Another Bank,5429,64221.7,UV,11/7/1993
582956,A00001984,Credit,Credit in Cash,800,800,,11/7/1993
582305,A00001981,Credit,Collection from Another Bank,3277,4177,AB,11/7/1993
579384,A00001972,Credit,Collection from Another Bank,5298,31877.8,UV,11/7/1993
676816,A00002313,Credit,Collection from Another Bank,11580,31945.7,CD,11/7/1993
469902,A00001601,Credit,Collection from Another Bank,4042,22348.3,CD,11/7/1993
470272,A00001602,Credit,Collection from Another Bank,4944,10488,ST,11/7/1993
469974,A00001601,Debit,Remittance to Another Bank,2694,19654.3,AB,11/7/1993
493927,A00001684,Debit,Cash Withdrawal,18800,40314,,11/7/1993
1897327,A00006425,Credit,Credit in Cash,12368,37303.7,,11/7/1993
3094959,A00010266,Debit,Cash Withdrawal,15300,41755.6,,11/7/1993
3122935,A00010364,Credit,Credit in Cash,14493,49083.3,,11/7/1993
902929,A00003076,Debit,Cash Withdrawal,2720,20317.4,,11/7/1993
900393,A00003068,Debit,Cash Withdrawal,560,19470.1,,11/7/1993
941514,A00003213,Debit,Remittance to Another Bank,1483,16380.5,AB,11/7/1993
1040511,A00003558,Debit,Remittance to Another Bank,152,38621.8,KL,11/7/1993
1531354,A00005215,Debit,Cash Withdrawal,800,34656,,11/7/1993
612881,A00002088,Credit,Credit in Cash,4861,30507.2,,11/7/1993
445789,A00001515,Credit,Collection from Another Bank,27343,78526.4,ST,11/7/1993
446915,A00001518,Credit,Credit in Cash,17288,59237.9,,11/7/1993
454904,A00001545,Debit,Remittance to Another Bank,1112,38091.9,MN,11/7/1993
1083018,A00003699,Credit,Credit in Cash,19293,56093.3,,11/7/1993
275389,A00000943,Debit,Remittance to Another Bank,2144,19436.5,AB,11/7/1993
307312,A00001048,Debit,Remittance to Another Bank,3852,26062.8,MN,11/7/1993
232405,A00000790,Debit,Cash Withdrawal,15200,44627.1,,11/7/1993
233115,A00000793,Debit,Remittance to Another Bank,204,20825,OP,11/7/1993
1162467,A00003980,Debit,Remittance to Another Bank,2264,25179.1,QR,11/7/1993
2797886,A00009265,Debit,Cash Withdrawal,2900,24716,,11/7/1993
326337,A00001115,Credit,Collection from Another Bank,3440,18446.8,CD,11/7/1993
292064,A00001000,Credit,Collection from Another Bank,31348,66075.2,ST,11/7/1993
795582,A00002711,Credit,Credit in Cash,19968,57461.1,,11/7/1993
796367,A00002712,Debit,Cash Withdrawal,500,29515.4,,11/7/1993
757381,A00002583,Debit,Cash Withdrawal,1100,24600,,11/7/1993
758178,A00002585,Debit,Cash Withdrawal,10800,41088.5,,11/7/1993
738879,A00002523,Debit,Cash Withdrawal,1300,26927.5,,11/7/1993
737269,A00002519,Credit,Collection from Another Bank,5544,29958.6,GH,11/7/1993
840469,A00002861,Debit,Cash Withdrawal,3200,27872.7,,11/7/1993
840586,A00002862,Credit,Credit in Cash,24047,65036.8,,11/7/1993
624811,A00002132,Credit,Credit in Cash,2300,24585.7,,11/7/1993
1578476,A00005366,Debit,Cash Withdrawal,7300,30296,,11/7/1993
1935572,A00006555,Debit,Cash Withdrawal,3800,27549.5,,11/7/1993
2747110,A00009093,Credit,Credit in Cash,18942,58579.3,,11/7/1993
2747254,A00009093,Debit,Remittance to Another Bank,2617,55962.3,QR,11/7/1993
2775878,A00009188,Debit,Remittance to Another Bank,66,31918.2,OP,11/7/1993
2775734,A00009188,Debit,Remittance to Another Bank,7936,31984.2,OP,11/7/1993
2775590,A00009188,Credit,Collection from Another Bank,12710,39920.2,GH,11/7/1993
893656,A00003047,Credit,Collection from Another Bank,3474,21766.6,KL,11/7/1993
923000,A00003146,Credit,Collection from Another Bank,3688,3988,OP,11/7/1993
1309096,A00004470,Credit,Collection from Another Bank,40569,41069,ST,11/7/1993
462822,A00001575,Credit,Collection from Another Bank,5448,29887.2,IJ,11/7/1993
465526,A00001584,Credit,Collection from Another Bank,2975,16222.2,CD,11/7/1993
505395,A00001726,Debit,Remittance to Another Bank,2082,26979.1,OP,11/7/1993
415735,A00001412,Credit,Credit in Cash,14287,50630.6,,11/7/1993
420113,A00001425,Credit,Credit in Cash,6104,33965.6,,11/7/1993
206774,A00000702,Credit,Collection from Another Bank,4220,21900,EF,11/7/1993
408756,A00001392,Debit,Remittance to Another Bank,4216,33372,ST,11/7/1993
408684,A00001392,Debit,Remittance to Another Bank,3081,37588,EF,11/7/1993
199942,A00000678,Credit,Credit in Cash,7300,8000,,11/7/1993
199522,A00000678,Credit,Credit in Cash,7632,15632,,11/7/1993
1019942,A00003483,Credit,Collection from Another Bank,3260,3560,IJ,11/7/1993
3410674,A00011320,Credit,Credit in Cash,17279,59197.8,,11/7/1993
957961,A00003264,Credit,Collection from Another Bank,5096,5296,KL,11/7/1993
1122190,A00003834,Debit,Remittance to Another Bank,3189,21395.2,MN,11/7/1993
101693,A00000346,Debit,Cash Withdrawal,12100,38583.9,,11/7/1993
105816,A00000361,Debit,Remittance to Another Bank,1941,66330.6,YZ,11/7/1993
83241,A00000279,Credit,Collection from Another Bank,3007,17506.3,YZ,11/7/1993
709584,A00002427,Credit,Credit in Cash,10500,11300,,11/7/1993
709939,A00002428,Debit,Cash Withdrawal,5300,29295.6,,11/7/1993
2567590,A00008475,Credit,Credit in Cash,300,22583.1,,11/7/1993
519762,A00001775,Credit,Collection from Another Bank,6932,31944.8,WX,11/7/1993
695875,A00002379,Debit,Remittance to Another Bank,145,28218.5,IJ,11/8/1993
963589,A00003284,Credit,Credit in Cash,7309,38230.7,,11/8/1993
1730641,A00005868,Debit,Cash Withdrawal,4200,20713.5,,11/8/1993
44981,A00000151,Credit,Credit in Cash,4619,28547.8,,11/8/1993
22178,A00000073,Credit,Credit in Cash,400,400,,11/8/1993
29406,A00000096,Debit,Remittance to Another Bank,46,52421.9,EF,11/8/1993
894511,A00003050,Credit,Collection from Another Bank,41445,72386.3,GH,11/8/1993
894727,A00003050,Debit,Remittance to Another Bank,119,72267.3,AB,11/8/1993
500346,A00001705,Credit,Credit in Cash,15037,35620.9,,11/8/1993
499544,A00001701,Debit,Cash Withdrawal,24100,50416.7,,11/8/1993
454277,A00001544,Credit,Credit in Cash,18950,57638.7,,11/8/1993
451538,A00001535,Debit,Remittance to Another Bank,2757,20465.8,UV,11/8/1993
474531,A00001617,Debit,Remittance to Another Bank,1536,30378.1,AB,11/8/1993
1106996,A00003781,Debit,Remittance to Another Bank,7701,30913.8,GH,11/8/1993
1166832,A00003999,Debit,Remittance to Another Bank,4806,25964.3,IJ,11/8/1993
299205,A00001019,Debit,Remittance to Another Bank,629,32009.3,ST,11/8/1993
337960,A00001147,Credit,Credit in Cash,22669,68510.7,,11/8/1993
647502,A00002213,Debit,Cash Withdrawal,7700,29708.4,,11/8/1993
242377,A00000830,Credit,Credit in Cash,16623,58123,,11/8/1993
1005984,A00003435,Credit,Collection from Another Bank,4635,23451,ST,11/8/1993
1056945,A00003613,Debit,Cash Withdrawal,4000,29534.4,,11/8/1993
3211331,A00010656,Credit,Credit in Cash,18660,63725.2,,11/8/1993
144712,A00000485,Debit,Remittance to Another Bank,7421,32681.8,EF,11/8/1993
174789,A00000588,Debit,Remittance to Another Bank,511,29308.4,KL,11/8/1993
183016,A00000623,Credit,Collection from Another Bank,3108,18963.1,WX,11/8/1993
340712,A00001157,Credit,Credit in Cash,5588,32366.1,,11/8/1993
776705,A00002649,Credit,Credit in Cash,10427,33206.9,,11/8/1993
393598,A00001338,Debit,Remittance to Another Bank,4545,19740.2,CD,11/8/1993
392285,A00001334,Credit,Credit in Cash,5627,30396.6,,11/8/1993
391700,A00001332,Debit,Cash Withdrawal,2160,31959.3,,11/8/1993
352952,A00001200,Credit,Credit in Cash,23381,62089.8,,11/8/1993
1243784,A00004255,Credit,Credit in Cash,900,900,,11/8/1993
1238928,A00004240,Credit,Collection from Another Bank,27666,73587.8,EF,11/8/1993
1219126,A00004173,Credit,Credit in Cash,700,700,,11/8/1993
827194,A00002818,Credit,Collection from Another Bank,41022,100621.2,GH,11/8/1993
826939,A00002817,Debit,Cash Withdrawal,1000,52054.3,,11/8/1993
3317991,A00011021,Debit,Cash Withdrawal,27100,56829.4,,11/8/1993
981912,A00003352,Credit,Credit in Cash,900,900,,11/8/1993
982748,A00003354,Credit,Credit in Cash,10352,11152,,11/8/1993
1035673,A00003542,Debit,Remittance to Another Bank,2267,15401.9,ST,11/8/1993
126090,A00000425,Debit,Remittance to Another Bank,2390,20580.7,ST,11/8/1993
145901,A00000489,Credit,Credit in Cash,16358,52950.6,,11/8/1993
220127,A00000748,Debit,Remittance to Another Bank,6492,28815,OP,11/8/1993
114103,A00000385,Debit,Remittance to Another Bank,121,18179.8,GH,11/8/1993
123340,A00000415,Credit,Credit in Cash,13110,40365.7,,11/8/1993
745105,A00002543,Debit,Remittance to Another Bank,2145,28802.9,GH,11/8/1993
2929764,A00009703,Credit,Collection from Another Bank,33936,84663.1,OP,11/8/1993
2910866,A00009640,Credit,Credit in Cash,800,28196,,11/8/1993
1262496,A00004318,Credit,Collection from Another Bank,46096,73210,WX,11/8/1993
1262640,A00004318,Debit,Remittance to Another Bank,13396,59814,KL,11/8/1993
434840,A00001477,Debit,Cash Withdrawal,180,20719.2,,11/8/1993
434663,A00001477,Credit,Collection from Another Bank,3151,20899.2,KL,11/8/1993
749481,A00002555,Debit,Remittance to Another Bank,2261,30977.1,AB,11/8/1993
311579,A00001062,Debit,Cash Withdrawal,21500,44775.3,,11/8/1993
319538,A00001091,Credit,Credit in Cash,5200,17400,,11/8/1993
833391,A00002838,Debit,Remittance to Another Bank,1948,89569.7,YZ,11/8/1993
1125316,A00003844,Credit,Collection from Another Bank,3390,17870.1,MN,11/8/1993
791793,A00002700,Credit,Credit in Cash,1100,1100,,11/8/1993
2501887,A00008260,Credit,Collection from Another Bank,37435,74630.4,MN,11/8/1993
294491,A00001006,Credit,Collection from Another Bank,3737,29025,WX,11/8/1993
294707,A00001006,Debit,Remittance to Another Bank,60,28965,EF,11/8/1993
258248,A00000885,Debit,Remittance to Another Bank,872,61179.3,GH,11/8/1993
256932,A00000882,Debit,Remittance to Another Bank,3306,27862,CD,11/8/1993
1100763,A00003760,Credit,Credit in Cash,9578,98979,,11/8/1993
1103977,A00003771,Debit,Cash Withdrawal,35100,58964,,11/8/1993
689910,A00002357,Debit,Remittance to Another Bank,3869,16904,KL,11/8/1993
725834,A00002484,Debit,Remittance to Another Bank,2343,32464.4,OP,11/8/1993
727571,A00002488,Credit,Collection from Another Bank,3046,17016,AB,11/8/1993
726714,A00002486,Debit,Cash Withdrawal,6836,49695.4,,11/8/1993
593940,A00002022,Debit,Cash Withdrawal,900,20615.4,,11/8/1993
598494,A00002037,Debit,Cash Withdrawal,4440,24148.5,,11/8/1993
594169,A00002023,Debit,Remittance to Another Bank,4208,30488.2,YZ,11/8/1993
1602742,A00005442,Debit,Remittance to Another Bank,2070,7863,MN,11/8/1993
1602670,A00005442,Debit,Remittance to Another Bank,8110,9933,EF,11/8/1993
1596670,A00005423,Debit,Remittance to Another Bank,4068,13482.4,AB,11/8/1993
2448551,A00008073,Credit,Credit in Cash,13699,39734.1,,11/8/1993
2414853,A00007965,Credit,Credit in Cash,200,200,,11/8/1993
994091,A00003391,Debit,Remittance to Another Bank,6082,31456.9,WX,11/8/1993
820168,A00002793,Credit,Collection from Another Bank,3452,4252,CD,11/8/1993
426351,A00001449,Credit,Credit in Cash,4711,26105.1,,11/8/1993
484882,A00001652,Debit,Remittance to Another Bank,3422,23146.9,WX,11/8/1993
811295,A00002763,Debit,Cash Withdrawal,1000,27982.9,,11/8/1993
382464,A00001299,Debit,Remittance to Another Bank,317,26737.3,CD,11/8/1993
382536,A00001299,Debit,Remittance to Another Bank,2291,27054.3,GH,11/8/1993
382392,A00001299,Credit,Collection from Another Bank,3913,29345.3,CD,11/8/1993
388785,A00001322,Debit,Remittance to Another Bank,1485,20964.1,ST,11/8/1993
1029063,A00003514,Debit,Remittance to Another Bank,2266,18232.8,QR,11/8/1993
1086752,A00003713,Debit,Cash Withdrawal,11700,32040.7,,11/8/1993
218961,A00000744,Debit,Remittance to Another Bank,2165,23720.6,CD,11/8/1993
374672,A00001276,Debit,Remittance to Another Bank,3839,29335.2,OP,11/8/1993
374600,A00001276,Credit,Credit in Cash,6774,33174.2,,11/8/1993
161443,A00000541,Credit,Credit in Cash,20106,50789.6,,11/8/1993
165975,A00000555,Debit,Remittance to Another Bank,479,39468.5,YZ,11/8/1993
165903,A00000555,Debit,Remittance to Another Bank,7218,39947.5,ST,11/8/1993
2258781,A00007454,Credit,Credit in Cash,4166,21657.8,,11/8/1993
71764,A00000239,Debit,Remittance to Another Bank,1042,96966.5,CD,11/8/1993
71672,A00000239,Credit,Credit in Cash,14371,98008.5,,11/8/1993
81650,A00000273,Debit,Cash Withdrawal,11400,32372,,11/8/1993
57516,A00000192,Debit,Remittance to Another Bank,3583,27749.5,IJ,11/8/1993
113005,A00000381,Credit,Credit in Cash,8209,40954.6,,11/8/1993
66009,A00000220,Credit,Collection from Another Bank,5271,31241.3,IJ,11/8/1993
523277,A00001786,Debit,Remittance to Another Bank,8818,33588.5,QR,11/8/1993
522405,A00001782,Debit,Cash Withdrawal,3400,25232.6,,11/8/1993
581571,A00001978,Debit,Cash Withdrawal,13600,42692,,11/8/1993
581782,A00001979,Debit,Remittance to Another Bank,2014,16736.8,UV,11/8/1993
678155,A00002318,Credit,Credit in Cash,200,200,,11/8/1993
470727,A00001603,Debit,Remittance to Another Bank,2359,20508.6,WX,11/8/1993
495024,A00001688,Debit,Remittance to Another Bank,2249,24975.5,OP,11/8/1993
766572,A00002618,Credit,Collection from Another Bank,6559,28275.3,GH,11/8/1993
768384,A00002623,Credit,Credit in Cash,8000,12748.5,,11/8/1993
771190,A00002632,Debit,Remittance to Another Bank,41,31250,IJ,11/8/1993
873290,A00002974,Debit,Cash Withdrawal,2880,32335.5,,11/8/1993
873385,A00002974,Debit,Cash Withdrawal,2600,29735.5,,11/8/1993
615796,A00002099,Debit,Cash Withdrawal,38900,69749.3,,11/8/1993
660917,A00002256,Debit,Remittance to Another Bank,3152,18631.5,UV,11/8/1993
1855315,A00006281,Credit,Collection from Another Bank,10707,44015.8,AB,11/8/1993
3110679,A00010320,Debit,Cash Withdrawal,9200,35539.4,,11/8/1993
905248,A00003086,Credit,Credit in Cash,21078,21878,,11/8/1993
901462,A00003072,Debit,Remittance to Another Bank,5268,63114.6,WX,11/8/1993
940348,A00003210,Debit,Remittance to Another Bank,7388,39161.7,WX,11/8/1993
13342,A00000044,Debit,Cash Withdrawal,3200,20100.3,,11/8/1993
18474,A00000062,Debit,Remittance to Another Bank,2273,29191.3,EF,11/8/1993
6966,A00000027,Credit,Credit in Cash,8627,26468.4,,11/8/1993
480369,A00001637,Debit,Remittance to Another Bank,2569,21979.2,GH,11/8/1993
610242,A00002078,Credit,Credit in Cash,14633,49572.4,,11/8/1993
882372,A00003007,Credit,Credit in Cash,22452,59998.9,,11/8/1993
446270,A00001515,Debit,Cash Withdrawal,27600,50926.4,,11/8/1993
1082535,A00003697,Debit,Remittance to Another Bank,5632,40807.9,KL,11/8/1993
1082391,A00003697,Credit,Credit in Cash,13067,46439.9,,11/8/1993
248283,A00000854,Credit,Credit in Cash,10405,27335,,11/8/1993
275686,A00000944,Credit,Credit in Cash,16927,48321.8,,11/8/1993
307240,A00001048,Credit,Collection from Another Bank,5993,32055.8,UV,11/8/1993
307988,A00001050,Debit,Cash Withdrawal,6300,21522.3,,11/8/1993
440441,A00001497,Credit,Credit in Cash,8587,38387.9,,11/8/1993
226809,A00000772,Debit,Remittance to Another Bank,660,38436.2,YZ,11/8/1993
1048379,A00003586,Credit,Credit in Cash,12951,51752.7,,11/8/1993
1163174,A00003982,Credit,Collection from Another Bank,3230,13620,GH,11/8/1993
1450123,A00004937,Debit,Cash Withdrawal,6200,44386.5,,11/8/1993
1097646,A00003751,Credit,Credit in Cash,19969,42088.4,,11/8/1993
724516,A00002479,Credit,Credit in Cash,10500,17608,,11/8/1993
756290,A00002581,Debit,Remittance to Another Bank,4769,33078.2,OP,11/8/1993
756659,A00002582,Credit,Credit in Cash,21884,22384,,11/8/1993
590917,A00002011,Debit,Remittance to Another Bank,1726,17095.5,YZ,11/8/1993
893728,A00003047,Debit,Remittance to Another Bank,2316,19450.6,IJ,11/8/1993
1017465,A00003477,Credit,Collection from Another Bank,3199,10297,UV,11/8/1993
1296245,A00004427,Debit,Remittance to Another Bank,5005,27855,KL,11/8/1993
505467,A00001726,Debit,Remittance to Another Bank,74,26905.1,EF,11/8/1993
588265,A00002002,Debit,Remittance to Another Bank,3688,26464.5,EF,11/8/1993
586737,A00001998,Credit,Credit in Cash,23468,69988.2,,11/8/1993
419288,A00001422,Credit,Collection from Another Bank,5842,30652.1,KL,11/8/1993
1052698,A00003600,Debit,Cash Withdrawal,600,20369,,11/8/1993
251316,A00000862,Debit,Remittance to Another Bank,3122,91556.5,AB,11/8/1993
252871,A00000866,Debit,Remittance to Another Bank,504,29951.7,CD,11/8/1993
251244,A00000862,Credit,Collection from Another Bank,44333,94678.5,YZ,11/8/1993
